"AmazonIpad_name","AmazonIpad_url","AmazonIpad_Price","AmazonIpad_Review","AmazonIpad_Getitby"
"Apple iPad Pro (10.5-inch) A1709 Model - 64GB - Wi-Fi + 4G - Factory Unlocked International Version - No Warranty in the US - GSM only in the US (Gold) (Certified Refurbished)","https://www.amazon.com/Apple-iPad-10-5-inch-A1709-Model/dp/B07D281CKP/ref=sr_1_309?s=pc&ie=UTF8&qid=1540116404&sr=1-309&keywords=ipad","$ 689 00","","Wed, Oct 24"
"iPad Pro 9.7-inch (32GB, Wi-Fi + 4G LTE Cellular, Gold) MLPY2LL/A 2016 Model","https://www.amazon.com/9-7-inch-Wi-Fi-Cellular-MLPY2LL-Model/dp/B01E9LVFZ4/ref=sr_1_310?s=pc&ie=UTF8&qid=1540116404&sr=1-310&keywords=ipad","$ 547 44","3.7 out of 5 stars",""
"iPad mini 4 128GB Silver WiFi + Cellular (Refurbished)","https://www.amazon.com/iPad-128GB-Silver-Cellular-Refurbished/dp/B0792D11TB/ref=sr_1_311?s=pc&ie=UTF8&qid=1540116404&sr=1-311&keywords=ipad","$ 519 77","5 out of 5 stars",""
"Apple iPad Air 2 9.7"" Cellular Unlocked (GSM) + WiFi 64GB Tablet - Space Grey / Black - MH2N2LL/A","https://www.amazon.com/Apple-iPad-Cellular-Unlocked-Tablet/dp/B076NP6H38/ref=sr_1_312?s=pc&ie=UTF8&qid=1540116404&sr=1-312&keywords=ipad","$ 649 00","5 out of 5 stars",""
"Apple iPad 4 Retina Display Tablet 128GB, Wi-Fi +4G Verizon, Black (Certified Refurbished)","https://www.amazon.com/Apple-Display-Verizon-Certified-Refurbished/dp/B00X8X5TSE/ref=sr_1_313?s=pc&ie=UTF8&qid=1540116404&sr=1-313&keywords=ipad","$ 259 95","1 out of 5 stars","Wed, Oct 24"
"Apple iPad Mini 4 32GB Silver MNY22LL/A (Certified Refurbished)","https://www.amazon.com/Apple-Silver-MNY22LL-Certified-Refurbished/dp/B0767NQYBG/ref=sr_1_314?s=pc&ie=UTF8&qid=1540116404&sr=1-314&keywords=ipad","$ 355 77","5 out of 5 stars",""
"[Sponsored]
iBOLT TabDock Point of Purchase - Heavy Duty Weighted 8.5” Stand w/Locking Holder for POS/Point of Sale, Kiosk, Check-Out, displays (iPad Pro 9.7”, iPad 4/3 / 2 / iPad Air 1/2)- Black","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg14_1?ie=UTF8&adId=A0709422DZVJ806ICJ14&url=https%3A%2F%2Fwww.amazon.com%2FiBOLT-TabDock-Point-Purchase-Check-Out%2Fdp%2FB0756M37D1%2Fref%3Dsr_1_313_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116416%26sr%3D1-313-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116415&id=6634379802915876&widgetName=sp_atf_next","$ 99 95","",""
"[Sponsored]
Jisoncase Apple Pencil Case, Genuine Leather Slim Fit Sleeve Pouch Case Cover Holder Carrying Bag for Apple iPad Pro 12.9"" and iPad Pro 9.7"" Pencil Lightweight Black JS-APL-01K20","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg14_2?ie=UTF8&adId=A04450982I38UUY2UN7E&url=https%3A%2F%2Fwww.amazon.com%2FJisoncase-Genuine-Carrying-Lightweight-JS-APL-01K20%2Fdp%2FB01I54OCVK%2Fref%3Dsr_1_314_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116416%26sr%3D1-314-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116415&id=6634379802915876&widgetName=sp_atf_next","$ 9 99","4.1 out of 5 stars",""
"Apple 2017 iPad 128GB Wi-Fi + Cellular - Gold (MPGC2LL/A) Gold 128 GB","https://www.amazon.com/Apple-2017-128GB-Wi-Fi-Cellular/dp/B06Y4D9PGY/ref=sr_1_315?s=pc&ie=UTF8&qid=1540116416&sr=1-315&keywords=ipad","$ 579 00","5 out of 5 stars",""
"iPad Pro MLPW2CL/A (MLPW2LL/A) 9.7-inch (32GB, Wi-Fi + Cellular, Space Gray) 2016 Model","https://www.amazon.com/MLPW2CL-MLPW2LL-9-7-inch-Wi-Fi-Cellular/dp/B01DYKKT9O/ref=sr_1_316?s=pc&ie=UTF8&qid=1540116416&sr=1-316&keywords=ipad","$ 693 09","5 out of 5 stars","Wed, Oct 24"
"All-New Fire HD 10 Tablet with Alexa Hands-Free, 32 GB, with Special Offers (Black) + Arlo Security System by NETGEAR","https://www.amazon.com/All-New-Hands-Free-Special-Security-NETGEAR/dp/B076X85XKM/ref=sr_1_317?s=pc&ie=UTF8&qid=1540116416&sr=1-317&keywords=ipad","","",""
"Apple 10.5"" iPad Pro (256GB, Wi-Fi + 4G LTE, Space Gray)","https://www.amazon.com/Apple-10-5-256GB-Wi-Fi-Space/dp/B073TLD776/ref=sr_1_318?s=pc&ie=UTF8&qid=1540116416&sr=1-318&keywords=ipad","","4.7 out of 5 stars",""
"AppleCare+ Coverage and Apple iPad Wi-Fi 128GB - Space Gray (Alternative Bundle for MR7J2LL/A) (Early 2018)","https://www.amazon.com/AppleCare-Coverage-Apple-Wi-Fi-128GB/dp/B07GLY5BKV/ref=sr_1_319?s=pc&ie=UTF8&qid=1540116416&sr=1-319&keywords=ipad","$ 529 00","",""
"Apple iPad Mini 2 Tablet - 32GB - Space Gray ME277LL/A - WiFi Only (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Mini-Tablet-Refurbished/dp/B00ZE57JL4/ref=sr_1_320?s=pc&ie=UTF8&qid=1540116416&sr=1-320&keywords=ipad","$ 194 95","","Tue, Oct 23"
"Apple iPad 2 MC775LL/A Tablet (64GB, Wifi + AT&T 3G, Black) 2nd Generation (Certified Refurbished)","https://www.amazon.com/MC775LL-Tablet-Generation-Certified-Refurbished/dp/B078HKGLPM/ref=sr_1_321?s=pc&ie=UTF8&qid=1540116416&sr=1-321&keywords=ipad","$ 158 95","3 out of 5 stars","Wed, Oct 24"
"Apple iPad 2 with Wi-Fi 32GB - iOS 5 - Black MC955LL/A","https://www.amazon.com/Apple-iPad-Wi-Fi-32GB-MC955LL/dp/B006OG5YQY/ref=sr_1_322?s=pc&ie=UTF8&qid=1540116416&sr=1-322&keywords=ipad","","2.5 out of 5 stars",""
"Apple iPad Mini 32Gb Wi-Fi + 4G LTE Cellular (Factory Unlocked) - White","https://www.amazon.com/Apple-Wi-Fi-Cellular-Factory-Unlocked/dp/B00CLUY98Q/ref=sr_1_323?s=pc&ie=UTF8&qid=1540116416&sr=1-323&keywords=ipad","","3.1 out of 5 stars",""
"Apple iPad Air WiFi 16GB (Silver) ME913LL/A","https://www.amazon.com/Apple-iPad-WiFi-Silver-ME913LL/dp/B00GC2MDNW/ref=sr_1_324?s=pc&ie=UTF8&qid=1540116416&sr=1-324&keywords=ipad","","4.7 out of 5 stars",""
"Apple 10.5"" iPad Pro (512GB, Wi-Fi + 4G LTE, Rose Gold) MPMH2LL/A","https://www.amazon.com/Apple-10-5-512GB-Wi-Fi-MPMH2LL/dp/B071K2CL1N/ref=sr_1_325?s=pc&ie=UTF8&qid=1540116416&sr=1-325&keywords=ipad","$ 1,118 14","",""
"6Ave Apple 13.3"" MacBook Pro (Silver) 512GB SSD + Padded Case MacBook + Travel USB 5V Wall Charger iPhone/iPad (White) Bundle","https://www.amazon.com/6AVE-MacBook-Silver-Padded-Charger/dp/B07BKNSZVQ/ref=sr_1_326?s=pc&ie=UTF8&qid=1540116416&sr=1-326&keywords=ipad","$ 2,235 49","","Wed, Oct 24"
"Apple iPad Mini 4 16GB Gold Wi-Fi 3A335LL/A","https://www.amazon.com/Apple-iPad-Mini-Wi-Fi-3A335LL/dp/B01GD6CQEW/ref=sr_1_327?s=pc&ie=UTF8&qid=1540116416&sr=1-327&keywords=ipad","","4.7 out of 5 stars",""
"APPLE MPMF2LL/A iPad Pro with Wi-Fi + Cellular 512GB, 10.5"", Silver","https://www.amazon.com/APPLE-MPMF2LL-Wi-Fi-Cellular-Silver/dp/B0756651KN/ref=sr_1_328?s=pc&ie=UTF8&qid=1540116416&sr=1-328&keywords=ipad","$ 1,079 99","4.5 out of 5 stars",""
"Apple MGLW2LL/A iPad Air 2 9.7-Inch Retina Display, 16GB, Wi-Fi (Silver)","https://www.amazon.com/Apple-MGLW2LL-9-7-Inch-Retina-Display/dp/B01IWDLG04/ref=sr_1_329?s=pc&ie=UTF8&qid=1540116416&sr=1-329&keywords=ipad","$ 526 00","4.5 out of 5 stars",""
"Apple iPad Pro 12.9"" W/AppleCare+ Bundle 256GB WiFi only Space Gray MP6G2LL/A (Mid 2017)","https://www.amazon.com/Apple-AppleCare-Bundle-256GB-MP6G2LL/dp/B075ZF2QQ7/ref=sr_1_330?s=pc&ie=UTF8&qid=1540116416&sr=1-330&keywords=ipad","$ 1,245 11","4.5 out of 5 stars",""
"Apple iPad Air 2 (16GB, Wi-Fi + Cellular, Silver) Sprint Unlocked (Certified Refurbished)","https://www.amazon.com/Apple-Cellular-Unlocked-Certified-Refurbished/dp/B07CTY3DX2/ref=sr_1_331?s=pc&ie=UTF8&qid=1540116416&sr=1-331&keywords=ipad","$ 389 01","","Tue, Oct 23"
"Apple iPad Air A1474 32GB, Wi-Fi, Black with Space Gray (IPADAIRB32) with 1 Year Extended Warranty - Certified Refurbished","https://www.amazon.com/Apple-A1474-IPADAIRB32-Extended-Warranty/dp/B071JZY9CY/ref=sr_1_332?s=pc&ie=UTF8&qid=1540116416&sr=1-332&keywords=ipad","$ 329 77","",""
"Apple iPad Pro (10.5-inch) A1709 Model - 256GB - Wi-Fi + 4G - Factory Unlocked International Version - No Warranty in The US - GSM only, NO CDMA (Space Gray)","https://www.amazon.com/Apple-iPad-10-5-inch-A1709-Model/dp/B075484HSB/ref=sr_1_333?s=pc&ie=UTF8&qid=1540116416&sr=1-333&keywords=ipad","","5 out of 5 stars",""
"Apple ML2M2LL/A iPad Pro 12.9"" Wi-Fi Cellular 256GB, Silver","https://www.amazon.com/Apple-ML2M2LL-Wi-Fi-Cellular-Silver/dp/B01HB5RBS0/ref=sr_1_334?s=pc&ie=UTF8&qid=1540116416&sr=1-334&keywords=ipad","$ 1,245 11","",""
"iPad Pro MLMV2CL/A (MLMV2LL/A) 9.7-inch (128GB, Wi-Fi, Space Gray) 2016 Model","https://www.amazon.com/MLMV2CL-MLMV2LL-9-7-inch-128GB-Wi-Fi/dp/B01F60F15M/ref=sr_1_335?s=pc&ie=UTF8&qid=1540116416&sr=1-335&keywords=ipad","$ 622 00","",""
"Apple iPad Mini 4 (32GB, Wi-Fi, Space Gray) (Certified Refurbished)","https://www.amazon.com/Apple-Wi-Fi-Space-Certified-Refurbished/dp/B079V53RH2/ref=sr_1_336?s=pc&ie=UTF8&qid=1540116416&sr=1-336&keywords=ipad","$ 355 77","5 out of 5 stars",""
"Apple 16GB iPad Air 2 Wi-Fi Factory Unlocked 4G Sim, Gold","https://www.amazon.com/Apple-16GB-Wi-Fi-Factory-Unlocked/dp/B00V2S00D6/ref=sr_1_337?s=pc&ie=UTF8&qid=1540116416&sr=1-337&keywords=ipad","$ 459 00","4.5 out of 5 stars",""
"Apple MF529LL/A iPad 32GB White/Silver - WiFi + AT&T, Bluetooth, 9.7"" Retina Display (Certified Refurbished)","https://www.amazon.com/Apple-MF529LL-iPad-White-Silver/dp/B0155HP8H2/ref=sr_1_338?s=pc&ie=UTF8&qid=1540116416&sr=1-338&keywords=ipad","$ 299 95","4.7 out of 5 stars",""
"[Sponsored]
iBOLT TabDock Console - Heavy Duty Expandable and Adjustable Cup Holder mount for all 7"" - 10"" tablets (iPad, Nexus, Samsung Tab). Great for work, personal, and business vehicles","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg15_1?ie=UTF8&adId=A06875751FVS5J5U76TKC&url=https%3A%2F%2Fwww.amazon.com%2FiBOLT-TabDock-Console-Expandable-Adjustable%2Fdp%2FB01LY1J40L%2Fref%3Dsr_1_337_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116428%26sr%3D1-337-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116427&id=6951675638037464&widgetName=sp_atf_next","$ 55 95","4.1 out of 5 stars",""
"[Sponsored]
iBOLT TabDock Point of Purchase 360- Heavy Duty Metal 8” Multi-Angle Drill Base Anti-Theft Mount w/Locking Holder for POS, Kiosk, Check-Out, displays (iPad Pro 9.7”, iPad 4/3 / 2 / iPad Air 1/2)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg15_2?ie=UTF8&adId=A08838253YECY45ZBPK5&url=https%3A%2F%2Fwww.amazon.com%2FiBOLT-Purchase-Multi-Angle-Anti-Theft-Check-Out%2Fdp%2FB074W5XYRW%2Fref%3Dsr_1_338_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116428%26sr%3D1-338-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116427&id=6951675638037464&widgetName=sp_atf_next","$ 89 95","",""
"itek 2in1 Folding/standing Ipad Case Black","https://www.amazon.com/itek-2in1-Folding-standing-Black/dp/B00LKMPR00/ref=sr_1_339?s=pc&ie=UTF8&qid=1540116428&sr=1-339&keywords=ipad","$ 3 23","",""
"Apple iPad 2 9.7"" 2nd Generation at&T WiFi + 3G 16GB Bluetooth Tablet - Black","https://www.amazon.com/Apple-iPad-Generation-Bluetooth-Tablet/dp/B01FSMPGFS/ref=sr_1_340?s=pc&ie=UTF8&qid=1540116428&sr=1-340&keywords=ipad","","5 out of 5 stars",""
"Logitech Ultrathin Keyboard Folio for Ipad air","https://www.amazon.com/Logitech-Ultrathin-Keyboard-Folio-Ipad/dp/B00UH9FLV2/ref=sr_1_341?s=pc&ie=UTF8&qid=1540116428&sr=1-341&keywords=ipad","","",""
"iPad Pro 9.7-inch (32GB, Wi-Fi + Cellular, Space Gray) 2016 Model (Certified Refurbished)","https://www.amazon.com/9-7-inch-Wi-Fi-Cellular-Certified-Refurbished/dp/B07CPFL2XW/ref=sr_1_342?s=pc&ie=UTF8&qid=1540116428&sr=1-342&keywords=ipad","","",""
"2014 Apple iPad Air 2 thinest with touch ID fingerprint reader retina display(64GB,Wifi,Space Gray)","https://www.amazon.com/Apple-iPad-Air-thinest-fingerprint/dp/B00QWQKO98/ref=sr_1_343?s=pc&ie=UTF8&qid=1540116428&sr=1-343&keywords=ipad","","2.8 out of 5 stars",""
"Apple iPad Mini 3 64GB 4G + Wi-Fi Unlocked GSM 4G LTE w/Siri & TouchID, Gold (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Unlocked-Certified-Refurbished/dp/B0165ZV40I/ref=sr_1_344?s=pc&ie=UTF8&qid=1540116428&sr=1-344&keywords=ipad","$ 399 77","4.6 out of 5 stars",""
"Apple iPad 2 with Wi-Fi 16GB White (MC989LL/A)","https://www.amazon.com/Apple-iPad-Wi-Fi-White-MC989LL/dp/B005WOVSGE/ref=sr_1_345?s=pc&ie=UTF8&qid=1540116428&sr=1-345&keywords=ipad","$ 299 00","3.9 out of 5 stars",""
"Apple Ipad 2 with Wi-fi 16gb - Black (2nd Generation)","https://www.amazon.com/Apple-Ipad-Wi-fi-16gb-Generation/dp/B010KDON4A/ref=sr_1_346?s=pc&ie=UTF8&qid=1540116428&sr=1-346&keywords=ipad","","3.8 out of 5 stars",""
"Skylanders Trap Team Tablet Starter Pack - iOS, Android, Fire OS","https://www.amazon.com/Skylanders-Trap-Team-Tablet-Starter-Pack/dp/B00MG38CG8/ref=sr_1_347?s=pc&ie=UTF8&qid=1540116428&sr=1-347&keywords=ipad","$ 119 88","3.5 out of 5 stars","Tue, Oct 23"
"Apple iPad mini MD531LL/A - 16GB Tablet - Wi-Fi - Silver (Certified Refurbished)","https://www.amazon.com/Apple-iPad-mini-MD531LL-Refurbished/dp/B015QK4XPG/ref=sr_1_348?s=pc&ie=UTF8&qid=1540116428&sr=1-348&keywords=ipad","$ 129 92","2.9 out of 5 stars","Wed, Oct 24"
"Apple iPad Air 2 16GB Wifi (IPADAIR2B16) with 1 Year Extended WARRANTY - (Certified Refurbished)","https://www.amazon.com/Apple-iPad-IPADAIR2B16-Extended-WARRANTY/dp/B071G672HJ/ref=sr_1_349?s=pc&ie=UTF8&qid=1540116428&sr=1-349&keywords=ipad","$ 258 88","",""
"Apple iPad Mini 16GB 1st Generation 4G White - Unlocked","https://www.amazon.com/Apple-iPad-Mini-Generation-White/dp/B00GXDGUIO/ref=sr_1_350?s=pc&ie=UTF8&qid=1540116428&sr=1-350&keywords=ipad","$ 299 00","4 out of 5 stars",""
"Apple iPad Air 2 16GB Wifi + LTE Unlocked 9.7"" Space Gray (Certified Refurbished)","https://www.amazon.com/Apple-Unlocked-Space-Certified-Refurbished/dp/B07D7JQ2GZ/ref=sr_1_351?s=pc&ie=UTF8&qid=1540116428&sr=1-351&keywords=ipad","$ 181 13","",""
"Apple Ipad (First Generation) Mc349ll/a Tablet (16gb, Wifi + 3g)","https://www.amazon.com/Apple-First-Generation-Mc349ll-Tablet/dp/B00A1P0O32/ref=sr_1_352?s=pc&ie=UTF8&qid=1540116428&sr=1-352&keywords=ipad","","4.6 out of 5 stars",""
"AppleCare+ Coverage and Apple iPad Wi-Fi and Cellular 128GB - Gold (Alternative Bundle for MRM82LL/A) (Early 2018)","https://www.amazon.com/AppleCare-Coverage-Apple-Wi-Fi-Cellular/dp/B07GM469JQ/ref=sr_1_353?s=pc&ie=UTF8&qid=1540116428&sr=1-353&keywords=ipad","$ 659 00","",""
"AppleCare+ Coverage and Apple iPad Wi-Fi and Cellular 32GB - Gold (Alternative Bundle for MRM52LL/A) (Early 2018)","https://www.amazon.com/AppleCare-Coverage-Apple-Wi-Fi-Cellular/dp/B07GM6KJ7S/ref=sr_1_354?s=pc&ie=UTF8&qid=1540116428&sr=1-354&keywords=ipad","$ 559 00","",""
"AppleCare+ Coverage and Apple iPad Wi-Fi 128GB - Gold (Alternative Bundle for MRJP2LL/A) (Early 2018)","https://www.amazon.com/AppleCare-Coverage-Apple-Wi-Fi-128GB/dp/B07GM2F8YH/ref=sr_1_355?s=pc&ie=UTF8&qid=1540116428&sr=1-355&keywords=ipad","$ 529 00","",""
"Apple iPad Air 2nd Generation 16GB Black (Verizon) WiFi + 4G - Grade B","https://www.amazon.com/Apple-iPad-Generation-Black-Verizon/dp/B00QCI33CQ/ref=sr_1_356?s=pc&ie=UTF8&qid=1540116428&sr=1-356&keywords=ipad","","",""
"Apple Ipad Pro 128GB 4G Factory Unlocked (Space Gray, Wi-Fi + Cellular 4G LTE, Apple SIM Card) - 12.9"" Display","https://www.amazon.com/Apple-128GB-Factory-Unlocked-Cellular/dp/B01B6H5R3K/ref=sr_1_357?s=pc&ie=UTF8&qid=1540116428&sr=1-357&keywords=ipad","$ 1,069 11","3.9 out of 5 stars",""
"iPad Pro MM172LL/A 9.7-inch (32GB, Wi-Fi, Rose Gold) 2016 Model","https://www.amazon.com/iPad-MM172LL-9-7-inch-Wi-Fi-Model/dp/B01DR3S65M/ref=sr_1_358?s=pc&ie=UTF8&qid=1540116428&sr=1-358&keywords=ipad","$ 460 00","3.9 out of 5 stars","Tue, Oct 23"
"Apple iPad 5th Generation 32GB WiFi and Verizon Cellular - Silver","https://www.amazon.com/Apple-iPad-Generation-Verizon-Cellular/dp/B07D3DL8G5/ref=sr_1_359?s=pc&ie=UTF8&qid=1540116428&sr=1-359&keywords=ipad","","",""
"5 Pack - Backlight Diode Apple iPad 2, 3, 4, Air, Air 2, Mini 1, 2, 3","https://www.amazon.com/Pack-Backlight-Diode-Apple-iPad/dp/B071RL1LZT/ref=sr_1_360?s=pc&ie=UTF8&qid=1540116428&sr=1-360&keywords=ipad","$ 16 92","","Wed, Oct 24"
"Apple iPad Air WiFi 16GB iOS 9.7"" Tablet w/ Retina Display - Space Gray","https://www.amazon.com/Apple-iPad-Tablet-Retina-Display/dp/B077TSZ9B5/ref=sr_1_361?s=pc&ie=UTF8&qid=1540116428&sr=1-361&keywords=ipad","","",""
"Apple iPad Mini 2 32GB A7 1.3GHz 7.9"", Dark Gray (Certified Refurbished)","https://www.amazon.com/Apple-iPad-1-3GHz-Certified-Refurbished/dp/B076CXKJ8S/ref=sr_1_362?s=pc&ie=UTF8&qid=1540116428&sr=1-362&keywords=ipad","$ 197 94","",""
"[Sponsored]
TFY iPad 4 / iPad 3 / iPad 2 Car Headrest Mount Holder","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg16_1?ie=UTF8&adId=A01058641EXH6BYHI88JX&url=https%3A%2F%2Fwww.amazon.com%2FTFY-iPad-Headrest-Mount-Holder%2Fdp%2FB008TLE1P2%2Fref%3Dsr_1_361_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116440%26sr%3D1-361-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116439&id=6302401040571633&widgetName=sp_atf_next","$ 12 97","4.5 out of 5 stars",""
"[Sponsored]
STM Dux Shell Sleek Case for Apple iPad Pro 12.9, 2017 and Generation 2015 - Black (stm-222-163L-01)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg16_2?ie=UTF8&adId=A07517941E8JFGBH9ZWI0&url=https%3A%2F%2Fwww.amazon.com%2FSTM-Shell-Sleek-Apple-Generation%2Fdp%2FB0733TRLMK%2Fref%3Dsr_1_362_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116440%26sr%3D1-362-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116439&id=6302401040571633&widgetName=sp_atf_next","$ 59 95","4.4 out of 5 stars",""
"Apple iPad Mini 16GB Silver Wi-Fi MD531C/A(Certified Refurbished)","https://www.amazon.com/Apple-Silver-MD531C-Certified-Refurbished/dp/B00A4EFZXE/ref=sr_1_363?s=pc&ie=UTF8&qid=1540116440&sr=1-363&keywords=ipad","","1 out of 5 stars",""
"Apple iPad 2 MC774LL/A Tablet (32GB, Wifi + AT&T 3G, Black) 2nd Generation (Certified Refurbished)","https://www.amazon.com/MC774LL-Tablet-Generation-Certified-Refurbished/dp/B078HFZVZ8/ref=sr_1_364?s=pc&ie=UTF8&qid=1540116440&sr=1-364&keywords=ipad","$ 169 00","","Tue, Oct 23"
"Certified Refurbished iPad mini 4 16GB Silver WiFi + Cellular","https://www.amazon.com/Certified-Refurbished-iPad-Silver-Cellular/dp/B0792HHCQV/ref=sr_1_365?s=pc&ie=UTF8&qid=1540116440&sr=1-365&keywords=ipad","$ 389 77","",""
"Apple iPad mini 4 (16GB, Wi-Fi, Silver) (Certified Refurbished)","https://www.amazon.com/Apple-Wi-Fi-Silver-Certified-Refurbished/dp/B07111NRQ9/ref=sr_1_366?s=pc&ie=UTF8&qid=1540116440&sr=1-366&keywords=ipad","$ 309 99","3.4 out of 5 stars",""
"Apple iPad Pro 12.9-inch 512GB MPL12LL/A (2nd Generation, Wi-Fi Only, Gold) Mid 2017","https://www.amazon.com/Apple-12-9-inch-512GB-MPL12LL-Generation/dp/B0721NKV2R/ref=sr_1_367?s=pc&ie=UTF8&qid=1540116440&sr=1-367&keywords=ipad","","3.8 out of 5 stars",""
"Apple iPad Air ME997LL/B 16 GB Tablet - 9.7"" - In-plane Switching (IPS) Technology, Retina Display - Wireless LAN - AT&T - Appl","https://www.amazon.com/Apple-iPad-ME997LL-Tablet-plane/dp/B010U13XRU/ref=sr_1_368?s=pc&ie=UTF8&qid=1540116440&sr=1-368&keywords=ipad","$ 379 99","",""
"Apple iPad Air 2 MNV72LL/A 9.7-Inch 32GB Wi-Fi Tablet (Gold) (Certified Refurbished)","https://www.amazon.com/Apple-MNV72LL-9-7-Inch-Certified-Refurbished/dp/B06XDTNKDN/ref=sr_1_369?s=pc&ie=UTF8&qid=1540116440&sr=1-369&keywords=ipad","$ 279 00","",""
"Apple iPad Pro ML2I2CL/A (128GB, Wi-Fi + Cellular, Space Gray) (International Model no Warranty)","https://www.amazon.com/Apple-ML2I2CL-Cellular-International-Warranty/dp/B01AS15RXK/ref=sr_1_370?s=pc&ie=UTF8&qid=1540116440&sr=1-370&keywords=ipad","$ 1,129 99","",""
"6AVE Apple 13.3"" MacBook Pro (Space Gray) 256GB SSD + Padded Case for MacBook + Travel USB 5V Wall Charger for iPhone/iPad (White) Bundle","https://www.amazon.com/6AVE-MacBook-Padded-Travel-Charger/dp/B07BKQFWZF/ref=sr_1_371?s=pc&ie=UTF8&qid=1540116440&sr=1-371&keywords=ipad","$ 2,059 99","","Wed, Oct 24"
"Apple iPad Mini 4 128GB 3G 4G Grey Tablet","https://www.amazon.com/Apple-iPad-Mini-128GB-Tablet/dp/B015EL24VW/ref=sr_1_372?s=pc&ie=UTF8&qid=1540116440&sr=1-372&keywords=ipad","$ 619 99","",""
"Apple iPad Mini A1432 7.9"" Tablet WiFi 16GB iOS Camera - Pink - MD528LL/A","https://www.amazon.com/Apple-iPad-A1432-Tablet-Camera/dp/B07GVPBRSK/ref=sr_1_373?s=pc&ie=UTF8&qid=1540116440&sr=1-373&keywords=ipad","","",""
"Apple iPad Pro 10.5-Inch 256GB Wi-Fi + Cellular Rose Gold - MPHK2LL/A","https://www.amazon.com/Apple-10-5-Inch-256GB-Wi-Fi-Cellular/dp/B01IS9KE2S/ref=sr_1_374?s=pc&ie=UTF8&qid=1540116440&sr=1-374&keywords=ipad","","",""
"Apple iPad Air 2 (16GB, Wi-Fi + Cellular, Space Gray - Unlocked","https://www.amazon.com/Apple-iPad-Wi-Fi-Cellular-Space/dp/B00P2RQSES/ref=sr_1_375?s=pc&ie=UTF8&qid=1540116440&sr=1-375&keywords=ipad","$ 479 00","4 out of 5 stars",""
"Apple 12.9 IPAD PRO WIFI 64GB GOLD, MQDD2B_AUK","https://www.amazon.com/Apple-12-9-IPAD-WIFI-MQDD2B_AUK/dp/B073483VFM/ref=sr_1_376?s=pc&ie=UTF8&qid=1540116440&sr=1-376&keywords=ipad","$ 1,024 00","",""
"Apple iPad Pro 10.5 inch (64GB, Wi-Fi + 4G LTE, Rose Gold) Mid 2017 Version - Bundle w/Bonus Stylus Pen","https://www.amazon.com/Apple-iPad-10-5-Wi-Fi-Version/dp/B07FCT7C2B/ref=sr_1_377?s=pc&ie=UTF8&qid=1540116440&sr=1-377&keywords=ipad","$ 821 59","","Wed, Oct 24"
"Apple iPad 2 MC982LL/A Tablet (16GB, Wifi + AT&T 3G, White) 2nd Generation (Certified Refurbished)","https://www.amazon.com/MC982LL-Tablet-Generation-Certified-Refurbished/dp/B078HJ923T/ref=sr_1_378?s=pc&ie=UTF8&qid=1540116440&sr=1-378&keywords=ipad","$ 149 00","","Wed, Oct 24"
"Apple iPad Air ME906LL/A (128GB, Wi-Fi, White with Silver) (Certified Refurbished)","https://www.amazon.com/Apple-ME906LL-Silver-Certified-Refurbished/dp/B00M4L4KB8/ref=sr_1_379?s=pc&ie=UTF8&qid=1540116440&sr=1-379&keywords=ipad","$ 299 99","2.9 out of 5 stars",""
"Factory Unlocked Apple iPad Pro 32GB 4G 9.7-inch Space Gray (Wi-Fi + Cellular 4G LTE, Apple SIM) - 2016 Model","https://www.amazon.com/Factory-Unlocked-Apple-9-7-inch-Cellular/dp/B01N3NJKXT/ref=sr_1_380?s=pc&ie=UTF8&qid=1540116440&sr=1-380&keywords=ipad","","",""
"Apple MD942LL/A 16GB iPad with Retina Display (Wi-Fi + AT&T) - Black","https://www.amazon.com/Apple-MD942LL-Retina-Display-Wi-Fi/dp/B00ADVV3D4/ref=sr_1_381?s=pc&ie=UTF8&qid=1540116440&sr=1-381&keywords=ipad","","3.4 out of 5 stars",""
