"AmazonIpad_name","AmazonIpad_url","AmazonIpad_Price","AmazonIpad_Review","AmazonIpad_Getitby"
"Apple Apple MC705LL/A iPad 3 Retina Display 16GB 9.7'' WiFi (Black) (Engraving Removed)","https://www.amazon.com/Apple-MC705LL-Display-Engraving-Removed/dp/B01ASJG6IW/ref=sr_1_631?s=pc&ie=UTF8&qid=1540116572&sr=1-631&keywords=ipad","","",""
"Apple iPad Mini Tablet 16GB - Black MD961LL/A","https://www.amazon.com/Apple-iPad-Mini-Tablet-16GB/dp/B0134T15XO/ref=sr_1_632?s=pc&ie=UTF8&qid=1540116572&sr=1-632&keywords=ipad","","",""
"10.2"" Messenger Bag for iPad/Tablet and Netbook","https://www.amazon.com/10-2-Messenger-iPad-Tablet-Netbook/dp/B00YT67J8M/ref=sr_1_633?s=pc&ie=UTF8&qid=1540116572&sr=1-633&keywords=ipad","$ 40 70","",""
"SWT 12X Magnifier Stainless Steel Telephoto Lens Kit W/ Tripod For iPad Mini","https://www.amazon.com/Magnifier-Stainless-Steel-Telephoto-Tripod/dp/B00PW2IZTO/ref=sr_1_634?s=pc&ie=UTF8&qid=1540116572&sr=1-634&keywords=ipad","","",""
"DURAGADGET Black Multi-Purpose Water-Resistant Tablet Pouch with Strap for the NEW Apple iPad Mini 4 / iPad Mini 3","https://www.amazon.com/DURAGADGET-Black-Multi-Purpose-Water-Resistant-Tablet/dp/B00OLMV8GI/ref=sr_1_635?s=pc&ie=UTF8&qid=1540116572&sr=1-635&keywords=ipad","$ 22 28","",""
"Apple Mc769ll/a 16gb Ipad Gen 2 Refurb","https://www.amazon.com/Apple-Mc769ll-16gb-Ipad-Refurb/dp/B00JPN07CY/ref=sr_1_636?s=pc&ie=UTF8&qid=1540116572&sr=1-636&keywords=ipad","$ 141 64","",""
"Leather Tablet Ipad Luxury Case White Rhinestones Studs Braided Border Three Position Stand","https://www.amazon.com/Leather-Tablet-Rhinestones-Braided-Position/dp/B00IRP7UJO/ref=sr_1_637?s=pc&ie=UTF8&qid=1540116572&sr=1-637&keywords=ipad","","",""
"iPad Folio, Black Ostrich Skin, Exclusive Design","https://www.amazon.com/Folio-Black-Ostrich-Exclusive-Design/dp/B00HNWZA8U/ref=sr_1_638?s=pc&ie=UTF8&qid=1540116572&sr=1-638&keywords=ipad","","",""
"[Sponsored]
Apple iPad 2 MC769LL/A Tablet ( iOS 7,16GB, WiFi) Black 2nd Generation - (Certified Refurbished)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg27_1?ie=UTF8&adId=A007703129SEKDMGS8DTR&url=https%3A%2F%2Fwww.amazon.com%2FApple-MC769LL-Tablet-Black-Generation%2Fdp%2FB073WRBH2N%2Fref%3Dsr_1_639_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116572%26sr%3D1-639-spons%26keywords%3Dipad%26psc%3D1%26smid%3DA5D2YZYFTU0CE&qualifier=1540116571&id=6081708210794230&widgetName=sp_mtf","$ 114 99","3.8 out of 5 stars","Tue, Oct 23"
"[Sponsored]
Apple iPad with WiFi (2018 Model) (32 GB, Space Gray)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg27_2?ie=UTF8&adId=A06234424YYKK5B86JNX&url=https%3A%2F%2Fwww.amazon.com%2FApple-iPad-WiFi-Model-Space%2Fdp%2FB07D5QCWFZ%2Fref%3Dsr_1_640_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116572%26sr%3D1-640-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116571&id=6081708210794230&widgetName=sp_mtf","$ 409 99","4.3 out of 5 stars","Wed, Oct 24"
"Exian iPad Mini 2012 Durable White Case with Black Edges","https://www.amazon.com/Exian-Durable-White-Black-Edges/dp/B00GK87LDA/ref=sr_1_641?s=pc&ie=UTF8&qid=1540116572&sr=1-641&keywords=ipad","$ 9 88","",""
"MARC by Marc Jacobs Stardust Logo Neoprene Tablet iPad Case Bag, Red Snapper","https://www.amazon.com/Marc-Jacobs-Stardust-Neoprene-Snapper/dp/B007NMJ13A/ref=sr_1_642?s=pc&ie=UTF8&qid=1540116572&sr=1-642&keywords=ipad","","",""
"Griffin Technology GB03746 IntelliCase for iPad 2, iPad 3, & New iPad - Grey","https://www.amazon.com/Griffin-Technology-GB03746-IntelliCase-iPad/dp/B007KXHV7U/ref=sr_1_643?s=pc&ie=UTF8&qid=1540116572&sr=1-643&keywords=ipad","","",""
"Gaia iPad 2 Case Red","https://www.amazon.com/Gaia-iPad-2-Case-Red/dp/B004X1K0UM/ref=sr_1_644?s=pc&ie=UTF8&qid=1540116572&sr=1-644&keywords=ipad","$ 14 99","",""
"Gaia iPad 2 Case Brown","https://www.amazon.com/Gaia-iPad-2-Case-Brown/dp/B004W0VUX0/ref=sr_1_645?s=pc&ie=UTF8&qid=1540116572&sr=1-645&keywords=ipad","$ 14 99","",""
"iPad 2 Frame Standing Case","https://www.amazon.com/iPad-2-Frame-Standing-Case/dp/B004SBJDK0/ref=sr_1_646?s=pc&ie=UTF8&qid=1540116572&sr=1-646&keywords=ipad","$ 56 00","",""
"Xm Microshield Case Ipad 2 Pur","https://www.amazon.com/Xm-Microshield-Case-Ipad-Pur/dp/B004QC457M/ref=sr_1_647?s=pc&ie=UTF8&qid=1540116572&sr=1-647&keywords=ipad","$ 4 99","","Tue, Oct 23"
"Ipad Silicon Case White (Grey)","https://www.amazon.com/Ipad-Silicon-Case-White-Grey/dp/B004I8TTFC/ref=sr_1_648?s=pc&ie=UTF8&qid=1540116572&sr=1-648&keywords=ipad","$ 53 00","",""
"Ipad Silicon Case Black (Red)","https://www.amazon.com/Ipad-Silicon-Case-Black-Red/dp/B004I8Q16M/ref=sr_1_649?s=pc&ie=UTF8&qid=1540116572&sr=1-649&keywords=ipad","$ 53 00","",""
"Apple iPad Air 64GB, Wi-Fi + Cellular (GSM Unlocked), 9.7in - Black/Space Grey - MF010LL/A - A1475 - 2647","https://www.amazon.com/Apple-Wi-Fi-Cellular-Unlocked-9-7in/dp/B074QV61KL/ref=sr_1_650?s=pc&ie=UTF8&qid=1540116572&sr=1-650&keywords=ipad","","",""
"Apple iPad MC822LL First Generation 64GB 10-Inches 256MB RAM 1.0MP Camera WiFi","https://www.amazon.com/Apple-MC822LL-Generation-10-Inches-Camera/dp/B00B3X8HP8/ref=sr_1_651?s=pc&ie=UTF8&qid=1540116572&sr=1-651&keywords=ipad","","1.9 out of 5 stars",""
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) (MPXT2LL/A) + MicroFiber Cloth + 2.4 GHz Slim Optical Wireless Bluetooth + Travel USB 5V Wall Charger for iPhone/iPad (White) + Type-C USB 3.0 HUB Bundle","https://www.amazon.com/MacBook-MPXT2LL-MicroFiber-Wireless-Bluetooth/dp/B07BN2MNHF/ref=sr_1_652?s=pc&ie=UTF8&qid=1540116572&sr=1-652&keywords=ipad","$ 1,652 39","","Wed, Oct 24"
"[Sponsored]
Apple iPad Mini MD528LL/A 16GB WiFi 7.9"", Black (Certified Refurbished)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg27_2?ie=UTF8&adId=A092703426QDIACDH6FJ5&url=https%3A%2F%2Fwww.amazon.com%2FApple-MD528LL-Black-Certified-Refurbished%2Fdp%2FB076ZBXTCS%2Fref%3Dsr_1_653_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116572%26sr%3D1-653-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116571&id=6081708210794230&widgetName=sp_btf","$ 124 99","3.4 out of 5 stars","Wed, Oct 24"
"[Sponsored]
Apple iPad 6th Gen 128GB (2018 Model) with Saiborie $49.99 Value Accessories, Wi-Fi Only, 9.7'' Retina Display, A10 Fusion chip, Touch ID, Apple Pay, Night Shift (Space Gray)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg27_1?ie=UTF8&adId=A0386380242X9KOBMPEHC&url=https%3A%2F%2Fwww.amazon.com%2FApple-Saiborie-Accessories-Retina-Display%2Fdp%2FB07C2Q3VTG%2Fref%3Dsr_1_654_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116572%26sr%3D1-654-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116571&id=6081708210794230&widgetName=sp_btf","$ 489 99","5 out of 5 stars","Wed, Oct 24"
"[Sponsored]
Apple iPad with WiFi (2018 Model) (32 GB, Gold)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg28_1?ie=UTF8&adId=A0623566P94BT1D3WSPL&url=https%3A%2F%2Fwww.amazon.com%2FApple-iPad-WiFi-2018-Model%2Fdp%2FB07D5S5LHF%2Fref%3Dsr_1_649_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116585%26sr%3D1-649-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116584&id=6886702682557937&widgetName=sp_atf_next","$ 409 99","4.3 out of 5 stars","Wed, Oct 24"
"[Sponsored]
SENGBIRCH Compatible Keyboard case iPad 9.7 2018 - iPad 9.7 2017 - iPad Air 2/1 - iPad Pro 9.7 - 7 Color Backlit Keyboard - 360 Rotation - Auto Weak and Sleep - iPad keyboard case, (9.7, Gold)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg28_2?ie=UTF8&adId=A02990177XBLKAXPPD94&url=https%3A%2F%2Fwww.amazon.com%2FSENGBIRCH-Compatible-Keyboard-case-iPad%2Fdp%2FB0787QB7X4%2Fref%3Dsr_1_650_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116585%26sr%3D1-650-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116584&id=6886702682557937&widgetName=sp_atf_next","$ 49 99","3.6 out of 5 stars","Tue, Oct 23"
"Apple iPad 4 32GB Tablet MD511LL/A Black","https://www.amazon.com/Apple-iPad-Tablet-MD511LL-Black/dp/B07CKB5HX9/ref=sr_1_651?s=pc&ie=UTF8&qid=1540116585&sr=1-651&keywords=ipad","","",""
"6Ave Apple 13.3"" MacBook Pro (Mid 2017, Silver) MPXR2LL/A + Travel USB 5V Wall Charger for iPhone/iPad (White) + Earbuds Bundle","https://www.amazon.com/6Ave-MacBook-MPXR2LL-Charger-Earbuds/dp/B07C8NMCJ8/ref=sr_1_652?s=pc&ie=UTF8&qid=1540116585&sr=1-652&keywords=ipad","$ 1,323 29","","Wed, Oct 24"
"6Ave Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) MPXQ2LL/A + 3 Year Extended Warranty+ 2.4 GHz Slim Optical Wireless Bluetooth + Travel USB 5V Wall Charger for iPhone/iPad (White) + Bundle","https://www.amazon.com/6Ave-Extended-Warranty-Wireless-Bluetooth/dp/B07BN1YYGM/ref=sr_1_653?s=pc&ie=UTF8&qid=1540116585&sr=1-653&keywords=ipad","$ 1,425 49","","Wed, Oct 24"
"KKmoon T-bao 10.1"" Android Tablet Computer 8 Core Tablet For Android 7.0 2G/32G Flash iPad G+G 10 Point Capacitive 1200 1920 Tablet PC","https://www.amazon.com/KKmoon-Android-Tablet-Computer-Capacitive/dp/B07BMZX1GT/ref=sr_1_654?s=pc&ie=UTF8&qid=1540116585&sr=1-654&keywords=ipad","$ 298 12","",""
"6Ave Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) MPXQ2LL/A + 2.4 GHz Slim Optical Wireless Bluetooth + Travel USB 5V Wall Charger for iPhone/iPad (White) + Padded Case for MacBook Bundle","https://www.amazon.com/6Ave-MacBook-MPXQ2LL-Wireless-Bluetooth/dp/B07BKN1C6R/ref=sr_1_655?s=pc&ie=UTF8&qid=1540116585&sr=1-655&keywords=ipad","$ 1,570 59","","Wed, Oct 24"
"POS-X ISAPPOS-9C-WH Wht Stand 9.7"" 2017 iPad with BT Lock/Printer","https://www.amazon.com/POS-X-ISAPPOS-9C-WH-Stand-2017-Printer/dp/B077YJVCJB/ref=sr_1_656?s=pc&ie=UTF8&qid=1540116585&sr=1-656&keywords=ipad","$ 771 21","","Tue, Dec 4 - Wed, Jan 23"
"POS-X ISAPPOS-9AP-BLK A + Bulk Stand 9"" 2017 iPad with BT Lock","https://www.amazon.com/POS-X-ISAPPOS-9AP-BLK-Bulk-Stand-2017/dp/B077YHZG7Z/ref=sr_1_657?s=pc&ie=UTF8&qid=1540116585&sr=1-657&keywords=ipad","$ 409 17","",""
"POS-X ISAPPOS-9AP-WH A + Wht Stand 9"" 2017 iPad with BT Lock","https://www.amazon.com/POS-X-ISAPPOS-9AP-WH-Stand-2017-iPad/dp/B077YHRJRX/ref=sr_1_658?s=pc&ie=UTF8&qid=1540116585&sr=1-658&keywords=ipad","$ 409 17","",""
"APPLE 9.7-inch iPad Pro Wi-Fi + Cellular 32GB - Rose Gold MLYJ2CL/A + 10.1"" Padded Case For Tablet Bundle","https://www.amazon.com/APPLE-9-7-inch-iPad-Wi-Fi-Cellular/dp/B01INPW0P6/ref=sr_1_659?s=pc&ie=UTF8&qid=1540116585&sr=1-659&keywords=ipad","$ 688 29","","Wed, Oct 24"
"AVBcable.com TruAudio IWB-A10-WP Padimount in-Wall Bracket for iPad, Matte White","https://www.amazon.com/AVBcable-com-TruAudio-IWB-A10-WP-Padimount-Bracket/dp/B01E1ISQ5C/ref=sr_1_660?s=pc&ie=UTF8&qid=1540116585&sr=1-660&keywords=ipad","","",""
"iPad Air 2","https://www.amazon.com/Apple-iPad-Air-2/dp/B017MISQ3U/ref=sr_1_661?s=pc&ie=UTF8&qid=1540116585&sr=1-661&keywords=ipad","$ 709 00","",""
"Apple iPad Mini 4 128GB 3G 4G Gold Tablet","https://www.amazon.com/Apple-iPad-Mini-128GB-Tablet/dp/B015B1IMDE/ref=sr_1_662?s=pc&ie=UTF8&qid=1540116585&sr=1-662&keywords=ipad","$ 619 99","",""
"[Sponsored]
SIMPLEWAY iPad 2 Case/iPad 3 Case/iPad 4 Case, Lightweight Shockproof Convertible Carrying Handle Stand Kids Friendly Cover Compatible with Apple iPad 2, iPad 3rd Gen, iPad 4th Generation Tablet, Blue","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg28_1?ie=UTF8&adId=A062488438M8YPMY2ZM5P&url=https%3A%2F%2Fwww.amazon.com%2FSIMPLEWAY-Lightweight-Shockproof-Convertible-Compatible%2Fdp%2FB00XVEJ6C0%2Fref%3Dsr_1_663_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116585%26sr%3D1-663-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116584&id=6886702682557937&widgetName=sp_mtf","$ 16 99","4.5 out of 5 stars",""
"[Sponsored]
iPad Keyboard Case 10.5, 7 Color Backlit Bluetooth Keyboard Case Folio Protective Cover (Gold)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg28_2?ie=UTF8&adId=A02708597U2IAZWLX2NQ&url=https%3A%2F%2Fwww.amazon.com%2FKeyboard-Color-Backlit-Bluetooth-Protective%2Fdp%2FB078H8SYR2%2Fref%3Dsr_1_664_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116585%26sr%3D1-664-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116584&id=6886702682557937&widgetName=sp_mtf","$ 49 99","",""
"Apple iPad Air 2 4G Cellular and Wifi Silver","https://www.amazon.com/Apple-iPad-Cellular-Wifi-Silver/dp/B00SGAQLFO/ref=sr_1_665?s=pc&ie=UTF8&qid=1540116585&sr=1-665&keywords=ipad","$ 749 00","",""
"Apple iPad Air 16GB WiFi Tablet - Space Gray","https://www.amazon.com/Apple-iPad-16GB-WiFi-Tablet/dp/B00GFDCU54/ref=sr_1_666?s=pc&ie=UTF8&qid=1540116585&sr=1-666&keywords=ipad","","",""
"Apple iPad Air 16GB WiFi Tablet - Silver","https://www.amazon.com/Apple-iPad-16GB-WiFi-Tablet/dp/B00GE300E8/ref=sr_1_667?s=pc&ie=UTF8&qid=1540116585&sr=1-667&keywords=ipad","$ 497 63","",""
"Ipad Mini 64GB at&t Black ME032LL/A","https://www.amazon.com/Ipad-Mini-64GB-Black-ME032LL/dp/B00AZKOLUK/ref=sr_1_668?s=pc&ie=UTF8&qid=1540116585&sr=1-668&keywords=ipad","","",""
"MC982E/A Apple iPad 2 Tablet Computer MC982E/A","https://www.amazon.com/MC982E-Apple-iPad-Tablet-Computer/dp/B0056256L0/ref=sr_1_669?s=pc&ie=UTF8&qid=1540116585&sr=1-669&keywords=ipad","","",""
"Apple MC979B/A iPad 2 with Wi-Fi 16GB White","https://www.amazon.com/Apple-MC979B-iPad-Wi-Fi-White/dp/B004TWCVRK/ref=sr_1_670?s=pc&ie=UTF8&qid=1540116585&sr=1-670&keywords=ipad","","",""
"iPad 3 64GB Black BUNDLE: Comes with Case, Tempered Glass, Stylus Pen, Charger, 1 Year Warranty","https://www.amazon.com/iPad-64GB-Black-BUNDLE-Tempered/dp/B07DWG68HQ/ref=sr_1_671?s=pc&ie=UTF8&qid=1540116585&sr=1-671&keywords=ipad","","",""
"iPad 4 128GB White BUNDLE: Comes with Case, Tempered Glass, Stylus Pen, Charger, 1 Year Warranty","https://www.amazon.com/iPad-128GB-White-BUNDLE-Tempered/dp/B07DWLNLYQ/ref=sr_1_672?s=pc&ie=UTF8&qid=1540116585&sr=1-672&keywords=ipad","","",""
"iPad 4 128GB Black BUNDLE: Comes with Case, Tempered Glass, Stylus Pen, Charger, 1 Year Warranty","https://www.amazon.com/iPad-128GB-Black-BUNDLE-Tempered/dp/B07DWKFS6F/ref=sr_1_673?s=pc&ie=UTF8&qid=1540116585&sr=1-673&keywords=ipad","","",""
"Apple iPad Mini Factory Unlocked Retina Display 16GB (Wi-Fi + 4G LTE) White with Silver - 2nd Generation","https://www.amazon.com/Apple-Factory-Unlocked-Retina-Display/dp/B00KUCMV32/ref=sr_1_674?s=pc&ie=UTF8&qid=1540116585&sr=1-674&keywords=ipad","$ 379 00","3.5 out of 5 stars",""
"Apple iPad Air 64GB (Wifi And Cellular) in Silver/White MEF012LL/A","https://www.amazon.com/Apple-Cellular-Silver-White-MEF012LL/dp/B00GCRNX9K/ref=sr_1_675?s=pc&ie=UTF8&qid=1540116585&sr=1-675&keywords=ipad","$ 629 00","",""
"Apple iPad 4 with Retina Display - 4th Generation Black (16GB, WiFi) MD510LL/A","https://www.amazon.com/Apple-iPad-Retina-Display-Generation/dp/B00A2TWNK4/ref=sr_1_676?s=pc&ie=UTF8&qid=1540116585&sr=1-676&keywords=ipad","","",""
"[Sponsored]
iPad Keyboard Case for iPad 2018 (6th Gen) - iPad 2017 (5th Gen) - iPad Pro 9.7 - iPad Air 2 & 1 - Thin & Light - 135° Folding - Wireless/BT - Backlit 10 Color - iPad Case with Keyboard (Black)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg28_2?ie=UTF8&adId=A07029072ZC9L4JOZ28XT&url=https%3A%2F%2Fwww.amazon.com%2FiPad-Keyboard-Case-2018-6th%2Fdp%2FB07GFQ18SX%2Fref%3Dsr_1_677_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116585%26sr%3D1-677-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116584&id=6886702682557937&widgetName=sp_btf","$ 39 99","4.6 out of 5 stars",""
"[Sponsored]
ZAGG Rugged Messenger 7 Color Backlit Case and Bluetooth Keyboard for 2017 Apple iPad Pro 10.5 - Black","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg28_1?ie=UTF8&adId=A0628338IUVU3391S6CP&url=https%3A%2F%2Fwww.amazon.com%2FZAGG-Messenger-Backlit-Bluetooth-Keyboard%2Fdp%2FB073WPHL8S%2Fref%3Dsr_1_678_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116585%26sr%3D1-678-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116584&id=6886702682557937&widgetName=sp_btf","$ 79 99","4 out of 5 stars",""
"[Sponsored]
Apple iPad with WiFi (2018 Model) (32 GB, Gold)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg29_1?ie=UTF8&adId=A0623566P94BT1D3WSPL&url=https%3A%2F%2Fwww.amazon.com%2FApple-iPad-WiFi-2018-Model%2Fdp%2FB07D5S5LHF%2Fref%3Dsr_1_673_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116596%26sr%3D1-673-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116595&id=7806764276682278&widgetName=sp_atf_next","$ 409 99","4.3 out of 5 stars","Wed, Oct 24"
"[Sponsored]
SENGBIRCH Compatible Keyboard case iPad 9.7 2018 - iPad 9.7 2017 - iPad Air 2/1 - iPad Pro 9.7 - 7 Color Backlit Keyboard - 360 Rotation - Auto Weak and Sleep - iPad keyboard case, (9.7, Gold)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg29_2?ie=UTF8&adId=A02990177XBLKAXPPD94&url=https%3A%2F%2Fwww.amazon.com%2FSENGBIRCH-Compatible-Keyboard-case-iPad%2Fdp%2FB0787QB7X4%2Fref%3Dsr_1_674_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116596%26sr%3D1-674-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116595&id=7806764276682278&widgetName=sp_atf_next","$ 49 99","3.6 out of 5 stars","Tue, Oct 23"
"IRULU eXpro X1s 10.1 Inch Tablet PC,Android 4.4 KitKat, Quad ,8GB - White Front","https://www.amazon.com/IRULU-eXpro-Tablet-Android-KitKat/dp/B00KXWDXNG/ref=sr_1_675?s=pc&ie=UTF8&qid=1540116596&sr=1-675&keywords=ipad","","3.3 out of 5 stars",""
"BackCover Red","https://www.amazon.com/Krusell-COVERIPAD2ROUGE-BackCover-Red/dp/B0053G7ODC/ref=sr_1_676?s=pc&ie=UTF8&qid=1540116596&sr=1-676&keywords=ipad","$ 5 40","","Wed, Oct 24 - Fri, Oct 26"
"RCA Promotion (Wireless Speaker)","https://www.amazon.com/RCA-Promotion-Wireless-Speaker/dp/B07JCHRSNS/ref=sr_1_677?s=pc&ie=UTF8&qid=1540116596&sr=1-677&keywords=ipad","$ 24 99","3 out of 5 stars",""
"Kneeboard Leg Strap - Tilt Pads","https://www.amazon.com/Kneeboard-Leg-Strap-Tilt-Pads/dp/B00BAIKRNQ/ref=sr_1_678?s=pc&ie=UTF8&qid=1540116596&sr=1-678&keywords=ipad","$ 22 52","",""
"Elsse (TM) 4.3 Inch Internet Touchscreen Tablet with Built in WIFI and much more","https://www.amazon.com/Elsse-Internet-Touchscreen-Tablet-Built/dp/B005CQ0RTQ/ref=sr_1_679?s=pc&ie=UTF8&qid=1540116596&sr=1-679&keywords=ipad","$ 69 99","2.7 out of 5 stars",""
"iSucker Tablet Holder & Stand, Black Grey","https://www.amazon.com/iSucker-Tablet-Holder-Stand-Black/dp/B00BL4JJ38/ref=sr_1_680?s=pc&ie=UTF8&qid=1540116596&sr=1-680&keywords=ipad","$ 14 99","3.5 out of 5 stars",""
"Fashionit Colorful Chevron and Solid Teal Tablet Tray Set","https://www.amazon.com/Fashionit-Colorful-Chevron-Solid-Tablet/dp/B01M64ATS6/ref=sr_1_681?s=pc&ie=UTF8&qid=1540116596&sr=1-681&keywords=ipad","","",""
"Dolce & Gabbana Green Leather P2 Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Green-Leather-Tablet/dp/B074LD4134/ref=sr_1_682?s=pc&ie=UTF8&qid=1540116596&sr=1-682&keywords=ipad","","",""
"Apple 13.3"" MacBook Air 128GB SSD MQD32LL/A (Mid 2017 Version, Silver) 1.8 GHz Intel Core i5 Dual-Core Bundle w/2 Year Extended Warranty","https://www.amazon.com/Apple-MacBook-Dual-Core-Extended-Warranty/dp/B07D5H7CYS/ref=sr_1_683?s=pc&ie=UTF8&qid=1540116596&sr=1-683&keywords=ipad","$ 979 49","","Wed, Oct 24"
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Clear) + 3 Foot Lightning USB Cable (1 Meter) Bundle","https://www.amazon.com/MacBook-MQD42LL-Soft-Touch-Keyboard-Lightning/dp/B07C1T33C3/ref=sr_1_684?s=pc&ie=UTF8&qid=1540116596&sr=1-684&keywords=ipad","$ 1,289 99","","Wed, Oct 24"
"Dolce & Gabbana Black Snakeskin P2 Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Black-Snakeskin-Tablet/dp/B074LCG1YG/ref=sr_1_685?s=pc&ie=UTF8&qid=1540116596&sr=1-685&keywords=ipad","","",""
"Dolce & Gabbana Yellow Snakeskin P2 Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Yellow-Snakeskin-Tablet/dp/B074LC1G68/ref=sr_1_686?s=pc&ie=UTF8&qid=1540116596&sr=1-686&keywords=ipad","","",""
"[Sponsored]
SIMPLEWAY iPad 2 Case/iPad 3 Case/iPad 4 Case, Lightweight Shockproof Convertible Carrying Handle Stand Kids Friendly Cover Compatible with Apple iPad 2, iPad 3rd Gen, iPad 4th Generation Tablet, Blue","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg29_1?ie=UTF8&adId=A062488438M8YPMY2ZM5P&url=https%3A%2F%2Fwww.amazon.com%2FSIMPLEWAY-Lightweight-Shockproof-Convertible-Compatible%2Fdp%2FB00XVEJ6C0%2Fref%3Dsr_1_687_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116596%26sr%3D1-687-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116595&id=7806764276682278&widgetName=sp_mtf","$ 16 99","4.5 out of 5 stars",""
"[Sponsored]
iPad Keyboard Case 10.5, 7 Color Backlit Bluetooth Keyboard Case Folio Protective Cover (Gold)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg29_2?ie=UTF8&adId=A02708597U2IAZWLX2NQ&url=https%3A%2F%2Fwww.amazon.com%2FKeyboard-Color-Backlit-Bluetooth-Protective%2Fdp%2FB078H8SYR2%2Fref%3Dsr_1_688_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116596%26sr%3D1-688-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116595&id=7806764276682278&widgetName=sp_mtf","$ 49 99","",""
"Premium Series 21002232R","https://www.amazon.com/eReplacements-IPADAIR2SG16-Premium-Series-21002232R/dp/B00A2ZWRTK/ref=sr_1_689?s=pc&ie=UTF8&qid=1540116596&sr=1-689&keywords=ipad","$ 321 18","",""
"Apple iPad3 64GB WI-FI Black","https://www.amazon.com/Apple-iPad3-64GB-WI-FI-Black/dp/B007IV5OUU/ref=sr_1_690?s=pc&ie=UTF8&qid=1540116596&sr=1-690&keywords=ipad","","2 out of 5 stars",""
"Supersonic Glitter Lamp Bluetooth Speaker Blue (Each)","https://www.amazon.com/Supersonic-Glitter-Lamp-Bluetooth-Speaker/dp/B06W2M11JD/ref=sr_1_691?s=pc&ie=UTF8&qid=1540116596&sr=1-691&keywords=ipad","$ 35 85","",""
"Supersonic Glitter Lamp Bluetooth Speaker Purple (Each)","https://www.amazon.com/Supersonic-Glitter-Bluetooth-Speaker-Purple/dp/B06WGRH994/ref=sr_1_692?s=pc&ie=UTF8&qid=1540116596&sr=1-692&keywords=ipad","","",""
